,GSM476089,GSM476090,GSM476091,GSM476092,GSM1519986,GSM1519987,GSM1519988,GSM1519989,GSM1519990,GSM1519991,GSM1519992,GSM1519993,GSM1519994,GSM1519995,GSM1519996
OTU2,10.39510432,10.39510432,10.41315427,10.24315662,2.3009,1.9342,2.6183,2.3532,1.7018,1.8529,1.9885,1.9847,2.141,2.3431,2.1241
PAB1,14.27352509,14.32457935,14.29160211,14.45498751,2.535,1.7093,2.8003,2.1591,2.9813,2.862,2.5029,2.3215,2.8828,2.3242,2.1977
PAC1,9.363315243,9.676316677,9.539726981,9.808876001,1.2201,1.4365,0.8753,1.0138,1.345,0.7026,0.6465,0.9347,1.1587,1.1117,1.3991
PAC10,10.78686921,11.13061269,10.74909261,11.13098075,3.962,3.7532,3.2128,3.3365,2.7484,2.7274,2.9814,2.7045,3.1003,3.4383,3.2172
PAM1,13.87119697,13.82630375,13.5595769,13.87955,5.8964,7.2151,6.2763,7.315,6.7136,5.1374,6.5005,7.2849,5.8315,5.5716,6.5526
PAM17,12.99699122,12.87299633,12.90660541,13.15006471,4.839,5.4205,5.078,5.5134,5.1739,5.6024,6.358,5.827,5.0377,5.2383,5.3946
PAN1,12.91629397,12.79766429,12.64937958,13.504691,1.6861,1.6308,1.3163,1.3764,1.7658,1.2937,1.2922,1.516,1.2973,0.9756,1.7275
PAN6,11.04205194,11.26129665,11.20139807,11.27027794,2.7674,2.9703,2.697,3.2292,4.1087,2.9872,2.7402,4.0782,3.8497,3.4012,3.4037
PAP1,12.50386424,12.40714502,12.40308405,12.55827373,2.2845,2.7001,3.0414,3.3472,4.3458,3.4697,3.3667,3.0889,3.1512,2.2357,2.4509
PBI2,15.03669817,14.87925548,15.00741485,14.86656355,7.7544,11.26,16.4989,15.1663,16.2227,23.9328,24.1198,17.3745,15.4099,9.8349,6.4758
PCA1,11.41660283,11.41857362,11.52260752,11.70498381,1.2542,1.1611,1.1279,1.3253,1.3925,1.462,1.8352,2.7712,2.131,1.5448,2.0824
PCD1,12.13543031,11.909366,12.10976754,11.59454995,2.2496,2.2472,2.1179,2.3383,2.2553,2.57,2.7955,3.0425,2.5709,2.9667,2.868
PCK1,11.88541785,11.0274518,11.67677587,11.19190531,2.1536,2.0588,2.1487,2.3995,3.4191,2.4511,2.1805,2.2531,2.2365,1.9269,2.5295
PCL1,2.171789466,1.921764618,1.921764618,2.040389228,4.1172,3.3619,3.3516,2.2172,0.7741,0.4891,0.9697,3.4248,4.6401,4.9507,4.8606
PCM1,13.31657426,13.40065579,13.35577396,13.42594106,0.7042,0.6577,0.6175,0.6825,0.6443,0.7949,1.0092,1.1957,1.3564,0.9289,0.9043
PCP1,12.19221755,12.20648884,12.28677796,12.39299845,0.6923,0.5867,0.5476,0.5815,0.5949,0.5812,0.6774,0.4872,0.6181,0.5484,0.5375
PCT1,12.40924338,12.58105666,12.51660423,12.57685819,2.5432,1.7098,2.1828,1.7716,1.3387,1.9086,2.1894,2.235,2.2705,2.4852,2.4154
PDA1,15.03393675,15.07693179,14.96547109,15.12805283,10.9881,8.9217,10.0269,8.829,11.4302,10.1691,9.5113,9.8907,11.7708,10.2964,11.7491
PDR1,12.07261775,12.05195858,12.01245524,12.3252144,2.0767,1.9097,3.3322,2.9031,3.4796,3.2937,3.0187,2.002,2.1681,2.1963,1.9762
PDS5,11.12052703,10.93005401,10.6938029,10.38468956,0.5812,0.5695,0.4887,0.5773,1.0411,0.762,0.8654,0.5884,0.6225,0.5034,0.6226
PEF1,10.44735994,10.4076455,10.2764828,10.81271437,0.2412,0.1759,0.174,0.1905,0.3408,0.2469,0.1922,0.1513,0.2944,0.2162,0.0805
PEP12,13.57218519,13.51034158,13.64959828,13.46106353,1.9205,1.682,2.4827,1.995,2.3284,4.0565,3.9963,2.7237,2.6781,2.488,1.9677
PEP3,11.17151299,11.20056508,11.14897049,10.97635985,1.1405,1.1183,1.2409,1.2929,1.6608,1.6653,1.8411,1.3925,1.3073,1.0474,1.1265
PEP7,10.05409882,10.19287265,10.07417026,10.02817447,0.8937,0.9036,1.0435,0.9354,1.2024,2.3702,2.3564,1.0309,1.1015,0.9174,0.74
PER1,12.98245882,12.93102957,12.96698446,13.08865499,2.2851,3.9877,2.5532,4.4242,6.5269,3.0652,2.679,3.9839,2.7402,2.4601,4.05
PET127,11.1932561,11.21067957,10.95628256,11.43067082,1.7069,1.1655,1.6796,1.2614,1.7009,2.2887,2.0126,1.2892,1.8669,1.5957,1.1084
PEX1,10.7849137,10.46727155,10.53470778,10.72093689,1.8109,2.0898,1.4078,1.5386,2.0429,1.3141,1.401,1.5267,1.8687,1.7966,2.1078
PEX11,13.11902349,13.08123422,13.26367222,13.30321814,8.936,8.3864,8.2787,7.8484,8.504,9.7921,10.6731,10.1952,10.7066,11.0548,9.6446
PEX13,11.31432497,11.49001901,11.54922134,11.30755588,2.1566,1.8206,2.1903,1.9827,1.8333,2.2943,2.3474,2.5074,2.3781,2.2906,2.0984
PEX5,12.40991196,12.60200214,12.56307937,12.19398113,1.0679,0.7684,1.1205,0.8308,1.0426,1.3325,1.3511,1.0697,1.3169,1.0861,0.8826
PEX6,11.61516215,11.62947058,11.60357059,11.65537712,1.1731,1.1033,1.1422,1.071,1.2221,1.0065,1.203,1.1715,1.2025,1.0206,1.0549
PFA3,11.48313932,11.36093186,11.5088662,11.42677716,0.7867,0.443,1.0365,0.5709,1.6655,2.1431,1.5307,0.3475,0.8312,0.7045,0.3982
PFK1,14.49112665,14.51833894,14.4680247,14.607966,13.5389,15.2135,13.5967,13.2227,13.2229,10.7797,9.709,13.1461,13.1286,11.1672,15.1797
PFS2,12.1220913,12.28717132,12.04429195,12.423734,1.1626,1.1332,1.06,1.3792,1.9546,1.4134,1.2853,1.3376,1.4103,1.2885,1.435
PGI1,15.00449671,14.95934508,14.9743665,15.02391111,17.2108,15.3245,16.7694,15.9362,20.6901,20.1189,18.1061,18.3091,19.843,14.5431,14.3826
PGK1,15.37368243,15.3931184,15.30038444,15.43909793,23.5575,21.9627,22.8375,20.5724,23.4331,21.4828,21.3402,22.7357,25.1308,22.5663,21.4349
PHA2,10.0500651,10.15847187,10.13805383,10.28379952,4.0005,3.4531,4.4779,4.2248,5.3866,6.469,6.1991,5.081,5.2847,4.6318,4.3443
PHB2,14.14576844,14.0697045,14.0995829,14.08635549,13.9206,13.6784,14.6193,14.3974,15.4007,17.131,18.033,15.0824,14.0721,14.3141,14.9797
PHO2,12.67524267,12.63424898,12.47338582,12.66215832,10.8135,11.0714,11.1093,12.4421,13.9999,13.9525,15.1861,15.0079,14.976,13.4497,12.1647
PHO4,11.24275241,10.87234664,11.47111737,12.06495821,3.6055,2.8403,2.5965,1.8438,1.3526,0.8058,0.987,1.6568,2.5608,2.5564,3.3089
PIK1,12.16569221,12.24659432,12.29992378,12.20935192,1.0496,1.4071,1.0829,1.5199,1.6981,1.2104,1.1736,1.1698,1.2133,1.1614,1.2108
PIM1,13.34974473,13.16085795,13.11889667,13.37155008,3.5677,3.6827,3.0514,2.7976,3.7348,2.9506,3.0976,3.1701,3.3477,2.8835,3.0665
PIS1,13.85522184,13.91849394,13.85474591,13.84625786,5.7649,7.6687,4.7827,6.4275,5.5163,4.1897,3.944,6.006,4.929,6.0144,6.8251
PKP1,12.05253283,11.95592929,11.78199508,12.36103812,2.2307,1.4787,2.1138,1.6064,1.7916,1.8326,1.8009,1.5238,2.4533,2.4796,2.0916
PKR1,11.95711329,11.98685059,11.96546969,12.25178727,6.0748,5.07,5.3749,4.3578,4.6105,5.0819,6.288,5.7219,6.7717,6.0997,5.0117
PLB1,13.5036457,13.55618717,13.53676011,13.80879256,6.086,7.4055,8.0025,10.0829,11.6094,8.918,7.1727,7.1424,6.7631,5.3211,8.4892
PLC1,11.74571026,11.80376011,11.72886119,11.75847778,0.9202,0.8597,0.6807,0.7697,0.9225,0.7773,0.7217,0.7914,1.0319,0.7887,0.8266
PLP1,11.94540996,11.70535861,11.99603811,11.80714546,2.7098,2.2725,2.2187,2.0502,1.8995,1.3732,1.2768,1.3376,2.2211,2.2842,2.1305
PMA1,14.59161032,14.58542099,14.58129348,14.52954463,18.9545,18.8097,17.2845,18.574,19.0477,18.6591,16.588,19.2749,18.995,18.3534,20.2508
PMA2,9.593309839,9.119349224,9.533198243,9.685495755,0.0241,0.041,0.0244,0.0319,0.0319,0.0233,0.0261,0.0391,0.0407,0.0513,0.0381
PMC1,13.29369322,13.21516646,13.22065543,13.11123737,1.4947,1.258,1.3958,1.2891,1.5579,0.9441,1.0098,1.045,1.1257,0.9677,1.4802
PMD1,8.586045364,8.201935343,8.291649152,8.435123269,0.7286,0.921,0.6972,0.8112,1.1968,1.1446,1.1038,1.2072,0.8846,0.7806,1.0586
PMP1,14.3198402,14.32386783,14.47945909,14.20914152,0.8534,0.5892,0.5422,0.5199,0.6416,0.6407,0.6684,0.6523,0.7014,0.7065,0.995
PMR1,13.83391872,13.84912084,13.73329775,13.84222658,2.2774,2.4798,1.8866,2.0226,2.4059,1.9271,1.6591,1.8407,1.9384,1.9032,2.3047
PMS1,9.818508537,9.955624802,9.987886608,9.847855027,1.2426,1.0261,1.2997,1.2044,1.1662,1.6618,1.6893,1.2398,1.4432,1.2088,1.1459
PMT1,13.4855245,13.39582702,13.46779777,13.53879964,0.9002,0.9379,0.7676,0.9764,0.5181,0.514,0.6549,0.8827,0.6702,1.0307,0.9922
PMT3,11.1987177,11.20368084,11.19968314,11.40140149,5.3973,7.3108,4.7328,6.3743,5.5927,4.6265,4.2418,5.8085,5.4124,6.6545,6.4968
PNC1,15.50622043,15.44724593,15.34670492,15.44452543,0.2592,0.2922,0.4115,0.462,0.4597,0.9036,0.9848,0.5407,0.3627,0.2249,0.172
PNG1,11.95345375,12.00229024,11.8873898,11.92946824,1.0472,0.7501,0.8334,0.7187,0.4251,0.4136,0.5609,0.8027,0.7151,0.9539,1.0769
POB3,13.01107177,13.11250821,13.22837879,12.83490816,2.4473,1.4299,2.4111,1.7257,2.3996,2.0328,1.7898,1.3628,2.5063,1.7983,1.7954
POG1,10.46466068,10.35688929,10.11921573,10.68437702,1.1847,2.1712,0.8787,1.5782,1.5106,0.4663,0.4993,1.0128,0.98,1.1868,1.6675
POL1,10.3508298,10.37901278,10.30945169,10.49675093,0.649,0.5496,0.4909,0.4575,0.5257,0.4476,0.4354,0.4856,0.5789,0.5257,0.8823
POL4,9.675385751,9.809067378,9.373254335,8.782841949,0.0317,0.0649,0.0435,0.0577,0.0501,0.0484,0.0973,0.0596,0.0593,0.0451,0.0342
POL5,10.85756993,11.24936135,11.30120587,10.93936735,2.2944,2.3056,1.5688,1.5615,1.2791,0.8324,0.9546,1.6512,1.4683,1.7099,2.4911
POM152,11.3584445,11.2321233,11.21472773,11.39450841,2.6396,2.1681,2.1948,1.9749,2.1996,2.1994,2.052,2.4257,2.5543,2.1279,2.7132
POM34,11.88074446,11.69464545,11.83508014,11.99077032,2.3271,2.2738,2.1847,2.341,1.9811,1.1888,1.541,2.4614,2.185,2.5176,2.9292
POP1,10.27994608,10.33792863,10.30538478,10.65865512,0.5276,0.5457,0.4911,0.5487,0.6446,0.5142,0.5107,0.4691,0.5137,0.4908,0.541
POP2,12.8721001,12.74079175,12.59361069,12.64551681,0.6386,0.6525,0.4794,0.5638,0.5125,0.4995,0.6223,0.6162,0.6153,0.625,0.5575
POP3,8.566131843,8.560284085,8.438738578,8.736496925,4.7999,4.2142,5.2657,5.2432,3.8621,3.8241,4.0036,4.2755,3.538,3.7988,4.7556
POP7,12.32134458,12.33733842,12.38561284,12.15740301,3.682,3.4268,3.6515,3.1143,2.2507,2.4983,2.9044,2.1975,2.4103,3.4996,3.535
POP8,8.672214004,8.88424318,9.497837795,9.268987429,1.6906,1.7451,1.3671,1.4464,1.3121,1.4006,1.7015,1.4732,1.5923,1.5584,1.4485
POS5,12.60075113,12.60982787,12.52226468,12.8098083,1.0038,0.8578,0.8677,0.8004,0.741,0.7678,0.857,1.1739,0.942,1.1748,1.6913
POT1,13.36324846,13.53472161,13.50954369,13.37876985,0.5301,0.586,0.3568,0.3548,0.4098,0.2992,0.3082,0.371,0.5878,0.4151,0.5485
PPA1,14.73067465,14.81656123,14.84909803,14.66024829,2.8737,3.4856,3.1531,3.4172,3.2761,2.5977,2.3378,3.0495,2.1075,2.7809,4.2718
PPA2,13.26878328,13.24591525,13.26269241,13.3711757,4.3948,2.0766,4.5622,2.5257,3.6673,5.8117,5.6534,4.4657,4.93,4.319,4.3249
PPE1,10.85242803,10.77140756,10.76251084,11.1064013,0.5253,0.4236,0.4742,0.4886,0.9168,1.1316,0.6252,0.4433,0.6714,0.4454,0.4571
PPR1,6.200705808,6.176839383,6.770817253,5.719372548,2.2282,1.97905,2.26945,3.0265,5.9606,8.72625,8.916,5.61315,6.36305,4.09225,2.8883
PPT1,8.882703674,9.693404116,9.51768598,9.034309995,2.5767,2.8522,2.4954,3.1047,2.5881,2.6835,2.6031,3.5063,3.4066,3.5075,3.786
PRE3,14.32037806,14.29760669,14.27346458,14.35630644,13.8224,14.247,15.3951,16.1912,16.2126,20.2031,21.9155,17.6925,15.3745,15.5434,14.6941
PRE6,14.25220185,14.15792835,14.26327088,14.15748194,9.2116,10.696,9.2292,10.8057,10.8748,11.5926,11.3905,12.5588,10.5988,10.7696,10.134
PRE8,14.48794452,14.54400451,14.47673707,14.44832534,9.1471,9.4929,8.8291,11.7014,12.9164,12.3445,12.3632,14.5092,11.0347,11.3193,11.5221
PRM1,3.296784935,3.41268867,3.250842108,3.296784935,0.6177,0.7504,0.473,0.6623,1.0358,0.568,0.5133,0.7096,0.7327,0.6348,0.7724
PRO1,11.22245395,11.61991051,11.45194129,11.28365841,4.1368,3.1953,3.5117,3.4998,4.8369,4.4981,4.2451,4.5127,4.5918,4.472,4.3849
PRP11,10.80599168,10.73477573,10.89157682,10.80053625,0.9915,1.2568,1.2693,1.2448,1.3874,1.0101,1.0643,0.9642,0.9919,0.8332,1.0538
PRP16,9.270193543,9.022503726,9.038588471,8.713261688,0.7022,0.7169,0.6454,0.6741,0.7253,0.6141,0.656,0.6404,0.5849,0.4709,0.6255
PRP19,11.5925793,11.54430948,11.42318179,11.56202278,3.8709,2.8515,3.3919,2.9565,3.3169,3.1931,3.0315,2.482,3.6285,3.923,3.5051
PRP2,9.258640854,8.977543794,9.21206796,8.952561164,2.3854,2.5981,2.3653,2.8795,2.5271,1.8218,1.7002,2.0131,2.1425,2.5384,2.4309
PRP22,11.16212504,10.989641,11.0227025,11.07056926,1.8694,1.8323,1.4663,1.5344,1.4731,1.0726,1.2869,1.4876,1.4768,1.4746,1.8523
PRP28,10.7504627,10.85586887,10.9451241,10.64576606,1.0034,1.1929,0.9512,1.1366,1.2822,1.0675,1.1628,1.0286,1.0579,0.9796,1.222
PRP3,11.99888657,11.93002753,12.0805984,11.88042957,1.1327,1.0589,0.8206,0.8357,0.9359,0.613,0.6058,0.74,1.3286,1.1163,1.0636
PRP38,10.30086885,10.38218765,10.37610275,10.320104,2.3256,2.2912,2.3359,2.269,1.7095,1.3073,1.5047,1.7729,1.7213,2.1036,2.1182
PRP4,11.74169008,11.9248757,11.90707808,11.92913451,1.2541,1.0374,1.0358,1.1074,0.9857,0.6238,0.7687,0.7192,0.9013,1.3219,1.2196
PRP43,10.94736119,11.25018026,11.18547644,10.84398619,2.9681,2.6845,2.5476,2.0355,1.6442,1.0991,1.0772,1.7541,2.2429,2.462,3.1504
PRP45,10.98409628,11.2150286,11.05458507,11.19219164,1.7681,1.3601,1.598,1.3335,1.5372,1.1013,1.1509,1.1068,1.3808,1.1543,1.3
PRP5,12.03015427,11.9344044,12.03455173,11.81308487,2.5214,2.8049,2.2124,2.9219,3.1965,2.5567,2.5827,2.7941,2.4693,2.5174,3.6006
PRR1,11.32112427,11.3557326,11.46716729,11.60435936,6.5566,5.2072,7.3788,5.7886,7.7249,6.7186,5.6932,4.4748,5.6187,4.7062,5.2465
PRS1,12.63263975,12.86609457,13.00079419,12.58592892,8.8507,8.1109,8.1272,6.71,5.8476,3.3389,2.8237,4.5743,6.1037,5.5688,7.9543
PRS5,11.79434545,11.92295751,11.86133231,11.76522631,7.6468,7.8703,7.0626,9.3397,9.6755,6.3013,5.8756,9.0593,6.8888,8.6827,11.2029
PSD1,12.54218494,12.64695117,12.45748893,12.76759954,1.1095,0.9837,0.945,0.9344,1.2438,0.8933,0.8706,1.1436,1.121,1.1321,1.3167
PSD2,12.299782,11.93894438,12.00272312,12.23041975,2.1494,1.6642,1.861,1.8214,1.9028,1.5184,1.6927,1.994,1.9839,1.6483,2.0878
PSF1,11.55337,11.60776301,12.0304291,11.54468472,0.7486,0.9004,0.8094,1.0866,1.0798,1.1293,1.2863,1.2206,0.8124,0.7876,0.9352
PSF2,10.71567964,10.74151162,10.74828684,10.55784273,1.5108,1.721,1.8813,2.1177,1.7654,1.7239,1.9603,1.4171,1.2141,1.2451,1.2608
PSF3,11.44169815,11.29844704,11.52646869,11.29686722,5.8436,5.896,5.7714,6.353,6.5194,7.6747,9.0031,7.5977,7.3306,7.3685,7.1176
PSK1,13.65551042,13.67011931,13.56059661,13.61400196,1.2562,1.0982,1.2641,0.7166,0.916,1.124,1.285,1.0222,1.7057,1.5043,1.3321
PSO2,10.51129338,10.30467723,10.19777749,10.13029427,1.1454,0.9974,1.0403,0.8684,0.8108,0.9061,0.8902,0.9314,1.1384,1.307,1.2104
PST1,12.40605601,12.17145699,12.1608388,12.34960974,0.8181,0.832,0.8058,0.8393,1.2302,0.8067,0.7992,0.5897,0.6258,0.533,0.7684
PST2,15.18477667,15.08242165,15.06181578,15.12121206,1.5067,1.7543,1.4061,1.9884,2.6493,2.0124,1.9968,1.8884,1.6196,1.3465,1.7803
PTA1,10.97646655,10.99939853,10.89948334,11.25818567,0.834,0.7947,0.8462,1.0292,1.1638,1.0359,0.9184,0.9038,0.8494,0.6837,0.8537
PTC1,11.40104764,11.41317384,11.61539973,11.44990202,0.8411,0.8915,1.731,1.1695,1.786,2.7477,1.6909,0.8565,1.0277,0.6362,0.5185
PTC2,11.99736738,12.00562705,11.95248278,12.49333985,1.1007,0.6515,0.8045,0.5628,0.8001,0.8373,0.7602,0.4738,0.8744,0.6278,0.5196
PTC3,13.69145688,13.66475045,13.77867177,13.49173985,5.8015,4.4507,5.6582,4.723,6.3665,7.8182,6.6203,5.4954,7.7149,6.072,4.4322
PTC4,11.84937616,11.83128329,11.63298893,11.86370987,1.9244,1.5922,1.6629,1.6648,1.9619,1.4673,1.4114,1.6264,1.7863,1.4956,1.7651
PTR3,11.62134327,11.62097541,11.59449029,11.68981657,4.4566,4.4996,4.9375,5.1008,8.6257,7.2239,6.4198,4.9515,4.3849,3.1634,4.2916
PUB1,13.95681252,13.83911907,13.79477518,13.87693933,1.8236,1.9981,1.6034,2.045,2.7707,1.8539,1.771,1.7272,1.9911,1.4623,1.8452
PUF3,5.997659866,5.987516248,6.508414328,5.683257784,0.7422,0.6656,1.3458,1.1666,1.8886,2.1319,1.8259,0.8098,0.7672,0.6087,0.6789
PUF6,9.750120183,10.34268089,10.38410769,9.63789636,5.1767,5.852,3.469,3.9609,2.514,2.0357,2.2842,2.6386,4.0801,5.9494,5.2064
PUP1,13.29883535,13.3235824,13.34967235,13.55408036,10.6933,11.4752,11.0649,12.4313,11.6356,13.2214,14.9185,13.621,13.1002,12.7475,11.6403
PUP2,14.44262694,14.3507056,14.51852526,14.2244147,12.5918,13.4532,12.3371,13.7538,13.0447,16.0026,17.1602,15.2232,13.8271,13.7638,13.2869
PUP3,14.52278054,14.42864099,14.52084768,14.59146465,7.5848,9.5789,7.4074,10.5625,11.2105,9.7357,9.8001,9.9747,7.7394,8.3584,8.5516
PUS1,8.44562823,8.655572503,8.539477801,8.555488763,3.215,2.8448,2.1193,1.7666,1.4246,0.7957,1.0285,0.8924,2.1067,2.3561,2.053
PUS2,9.573732661,9.632347264,9.603509159,10.19389813,1.088,1.0777,1.2487,1.2267,1.1334,1.2717,1.4018,0.8285,1.03,1.211,0.7949
PUT4,11.96790263,11.70290127,12.4571235,12.71580456,1.1772,1.7245,1.0618,2.358,3.2879,0.7344,0.4147,0.6504,0.8471,0.9044,1.3458
PXA1,13.07244346,13.0629432,13.32394884,12.86256609,0.5399,0.5744,1.0298,0.7395,1.6261,1.7979,1.5105,0.5324,0.6529,0.6062,0.4543
PXL1,10.79813043,10.75007252,10.98168573,10.9693247,1.375,1.0529,0.9966,0.8483,0.4309,0.281,0.3099,0.659,1.1199,0.8019,1.3015
QCR10,14.16337318,14.06248855,14.20044154,13.90399284,13.5621,8.5167,13.2036,9.0051,8.1913,12.9566,15.2725,9.3498,10.4995,10.6148,10.785
QCR6,14.57264264,14.41603304,14.26773736,14.48158435,9.8682,7.8405,9.351,7.4039,6.7073,7.7199,8.6703,6.6931,7.0553,6.7443,7.4293
QCR7,14.91401973,14.90616124,14.79849586,14.84752035,11.9872,9.2538,11.8296,9.3758,8.3754,8.7216,10.1671,8.4792,7.9101,8.8286,10.134
QCR8,14.89696441,14.87853083,14.9136669,14.6048857,9.8454,7.635,8.9098,6.444,5.3297,7.7526,9.7528,6.6217,7.2579,6.9191,6.7956
QCR9,14.5509764,14.60123671,14.55876398,14.4717696,7.0839,5.781,6.6449,5.0037,4.0523,5.6711,6.9619,4.7654,5.2621,5.8616,5.3061
RAD1,11.86518463,11.79566067,11.97783904,12.05441646,1.8381,2.2305,1.5707,1.8572,1.2621,1.2131,1.3548,1.6707,1.7035,1.6428,1.8138
RAD16,10.94067938,10.97156201,10.78973049,10.79206457,1.1009,0.8945,1.1406,0.8983,1.0079,0.9487,1.0921,1.0813,1.307,1.1309,1.1858
RAD17,10.50182914,10.04859449,10.59911233,10.62692095,0.6746,0.5706,0.6257,0.5174,0.602,0.4082,0.4862,0.5654,0.6036,0.5521,0.6997
RAD2,10.73680035,10.68767872,10.72618339,10.7273044,1.7534,2.0071,2.1388,2.1826,1.8701,1.3518,1.199,1.0335,0.9659,1.0828,1.761
RAD26,9.976321071,9.979032904,10.19014572,10.33380322,0.4683,0.5665,0.6058,0.6032,0.693,0.6435,0.519,0.3523,0.4413,0.4472,0.4685
RAD4,11.93879835,12.1689201,12.10099817,12.01172746,0.7533,0.7455,0.7794,0.8386,1.0693,0.934,0.937,0.7749,0.8191,0.6835,0.8507
RAD50,10.40399192,10.47565279,10.49019513,10.22466357,0.5842,0.4824,0.5945,0.451,0.7304,0.8743,1.0503,0.7215,0.6596,0.4603,0.522
RAD9,9.506139143,9.513405909,9.648320705,9.212416593,0.5151,0.3338,0.5473,0.3391,0.3992,0.5099,0.6298,0.4516,0.5449,0.584,0.6192
RAP1,10.8975282,10.82723298,10.98556526,11.07863408,0.5316,0.5137,0.5774,0.4533,0.6883,0.828,0.7962,0.4508,0.597,0.5817,0.467
RAS1,9.454134256,9.804204072,9.846692619,9.576570854,3.6478,3.9341,3.295,3.5245,2.8012,2.6522,2.9605,3.5549,3.6265,3.9057,4.0241
RAV1,10.76778303,10.59331697,10.51860293,10.99405852,1.2962,1.4657,1.1126,1.1837,1.864,1.7336,1.5459,1.1124,1.1411,0.9861,0.875
RAV2,13.3720319,13.26162418,13.39618337,13.26870751,0.8921,0.9741,0.8358,0.949,0.8715,0.8747,0.7982,1.0743,0.9368,1.6059,1.5137
RAX2,10.2878859,9.967821768,9.806610732,9.79711571,1.2625,1.4292,0.9884,1.3327,1.4784,0.979,0.9541,1.288,1.3589,1.2806,1.5631
RBA50,11.63811981,11.66619992,11.76918087,11.79075447,0.9428,0.8444,1.0544,0.7611,0.6589,0.5765,0.6624,0.5469,0.7131,0.7374,0.8912
RDH54,11.41506778,11.28123753,11.50027079,11.26755213,0.21,0.218,0.1632,0.1828,0.205,0.1367,0.1756,0.1819,0.2091,0.2358,0.2759
RDS1,10.54977148,10.61299978,10.61420718,10.35039085,2.0416,3.1721,10.1429,6.8677,11.5802,13.7823,14.3967,5.9503,4.3902,0.9512,1.2626
REB1,11.77726037,11.52448393,11.54046958,11.48523731,1.4613,1.1012,1.439,1.2552,1.3752,1.1132,1.1992,1.0971,1.5319,1.182,1.0625
REC8,3.732392323,2.755916784,3.769407269,3.842893457,0.0694,0.0633,0.0979,0.1374,0.1709,0.0991,0.1137,0.082,0.0825,0.0731,0.0777
RED1,9.627303577,9.317264852,9.338785998,9.55972257,0.7982,0.8861,0.8997,0.9024,0.9753,0.5959,0.6842,0.6763,0.8092,0.7874,0.864
RER1,13.97894121,13.87585127,13.92880906,14.13441642,4.6866,2.8813,4.3449,4.2921,6.0638,6.0127,5.1587,5.6319,5.0185,6.476,6.2028
RET2,12.75269526,12.70809868,12.48629063,12.83056797,6.6442,7.91,6.2261,7.1255,6.4584,5.4587,6.0384,7.045,5.7015,6.0116,7.2199
RET3,14.13062677,14.06773844,14.16507746,14.07374822,8.024,9.2805,8.0526,8.9781,7.789,7.834,8.2059,8.5251,8.0677,9.1767,9.905
REV7,11.22320069,11.22493271,11.46331911,10.78496158,0.9212,1.157,1.0174,1.0947,0.7946,0.8725,1.2544,1.2,1.0973,1.1991,1.1414
REX2,12.20772389,12.51211197,12.17035927,12.68943297,1.328,1.4622,1.2176,1.3047,1.4037,1.3964,1.6147,1.5049,1.6509,1.5508,1.8165
REX3,12.24959805,12.05437348,12.35034658,11.99483121,2.3709,2.2702,1.8425,2.1542,1.8946,1.3929,1.3791,1.4721,1.6887,1.7505,2.1206
RFC2,12.68008095,12.63746359,12.60397661,12.61759272,3.7662,3.877,3.5854,3.9125,3.0302,3.2604,3.4242,3.4863,3.2547,3.7361,4.3058
RFC3,11.62006862,11.54736201,11.62969741,11.70064941,2.7082,3.1201,2.4369,3.062,2.8732,2.4413,2.1154,3.0901,2.8693,3.0359,3.5039
RFC4,11.66828456,11.74054204,11.65782133,11.40799498,4.5248,5.6255,4.0389,4.9355,3.5146,2.1647,2.6515,4.6427,3.6015,4.8316,5.4628
RFC5,12.34930593,12.44368324,12.35972032,12.47650107,3.1409,2.5319,2.8024,2.5012,2.8335,2.6145,2.6474,3.5393,3.2126,3.8384,4.7461
RFT1,11.02178738,10.98946511,11.04565751,11.06055764,0.3763,0.4107,0.3502,0.4705,0.5891,0.6706,0.7368,0.6947,0.6694,0.5176,0.3815
RGA2,11.77425316,11.81759253,11.57709044,11.48782576,0.5938,0.4889,0.4921,0.4691,0.5251,0.4166,0.4394,0.4538,0.5053,0.4796,0.5795
RHB1,11.31266138,11.2379383,11.58965783,11.28714718,7.01,6.6999,7.6205,6.9521,6.309,7.5771,8.4325,7.9339,8.0005,7.7448,7.2986
RHO1,14.89128152,14.82880902,14.79589399,14.76793378,11.8908,14.2394,10.1211,14.5274,12.0638,11.4755,10.6564,16.369,12.4956,16.1639,14.8788
RHO2,12.25377061,12.20241274,12.45839288,12.33513134,1.4356,0.6528,0.9965,0.8136,1.1103,1.2204,1.242,1.0926,1.4089,1.8894,1.6322
RHO3,12.82892253,12.909287,13.02835558,12.68758264,6.0689,6.8094,7.5276,8.5665,7.6112,8.3459,8.2319,6.9866,5.8399,6.4598,6.9889
RIC1,10.55262345,10.69513405,10.52164404,10.45602672,1.0789,1.1677,1.0672,1.3319,1.5672,1.3786,1.342,1.0993,1.066,0.9214,1.0409
RIM1,14.40814064,14.38983745,14.486229,14.46651862,5.636,4.8857,5.318,5.2859,4.2763,4.7141,5.1502,4.1076,4.2543,4.6888,4.3482
RIP1,14.0799023,13.9325748,14.11631428,14.10610716,9.9202,8.1543,10.293,8.2008,7.5487,6.9387,6.9522,7.2729,7.0081,7.0345,9.6462
RLI1,10.95817269,11.22003322,11.27978863,11.13216612,7.1145,5.7113,6.4506,4.949,3.5185,2.0354,1.8559,3.4137,5.954,6.0959,6.3758
