,GSM1519986,GSM1519987,GSM1519988,GSM1519989,GSM1519990,GSM1519991,GSM1519992,GSM1519993,GSM1519994,GSM1519995,GSM1519996
brr2,2.3614,2.1376,1.9902,1.9444,2.5733,2.2244,2.3757,2.0276,2.0702,1.7331,2.2155
brr6,2.6872,1.4693,1.8929,1.3207,1.5081,1.9399,2.111,2.1024,2.999,3.5515,2.7878
brx1,7.1521,7.4745,4.5683,4.385,2.9423,2.6031,3.2517,5.6031,5.9193,8.7473,9.6747
bsu1,0.6431,0.3845,0.7124,0.4313,0.4331,0.4416,0.5222,0.4482,0.4428,0.465,0.5683
btb1,0.4428,0.5025,0.5099,0.571,0.6365,0.4579,0.5952,0.5118,0.5216,0.3052,0.3932
btb2,7.5483,9.1137,6.807,8.1371,5.4267,4.3226,4.8927,7.0654,6.2202,7.7048,8.5456
btb3,1.1058,0.8969,1.0318,0.8388,1.198,1.8703,1.7618,0.827,1.2675,1.2593,0.8092
btf3,30.5468,28.1634,29.2365,28.7476,26.7084,25.4245,26.7856,26.7387,27.8692,28.788,29.24
btn1,0.1453,0.1325,0.1562,0.1856,0.2579,0.3609,0.2781,0.2131,0.2576,0.2457,0.1787
bub1,0.8259,0.7359,0.6269,0.6892,0.6296,0.5332,0.5787,0.6576,0.6028,0.4966,0.7662
bub3,0.82,0.76,0.9484,0.9469,0.9909,0.9095,1.0648,0.8843,0.7749,0.7553,0.9986
bud6,0.5609,0.5536,0.5313,0.6378,0.6649,0.719,0.7035,0.5541,0.5235,0.4265,0.5566
bun107,1.4865,1.3859,1.2328,1.3089,1.5747,1.3376,1.3229,1.3284,1.1408,0.9259,1.4246
bun62,0.9947,1.0007,0.9745,1.0845,1.1257,1.1336,1.2054,1.2311,1.1599,0.9701,0.974
but1,1.6968,1.5786,1.3738,1.313,0.5777,0.18,0.3442,0.857,1.146,1.5313,1.8576
but2,8.8468,9.7405,7.8858,7.7676,8.9649,7.3036,6.0026,8.209,7.9957,7.1628,10.1453
bxi1,1.205,1.3622,3.337,2.0552,4.2809,6.943,4.9602,1.7364,2.1682,1.7082,0.983
byr1,2.1373,0.7501,2.387,0.8415,0.88,2.2269,3.1495,1.6651,2.752,1.8877,1.7016
byr2,0.3203,0.5071,0.5059,0.6067,1.0078,0.7066,0.5215,0.4242,0.3444,0.3047,0.4315
byr3,12.0898,13.9466,10.6947,12.3138,8.0732,4.2943,5.7877,12.0474,10.3629,12.1873,15.6685
byr4,0.6168,0.6365,0.5542,0.5687,0.6181,0.5565,0.5679,0.5013,0.5747,0.4976,0.5939
bzz1,1.7084,1.4279,1.7772,1.6982,2.0439,1.5967,1.4961,1.6861,1.7489,1.4977,1.9217
caf1,1.8318,1.4325,1.9497,1.7303,2.3986,2.3031,2.0158,1.8875,1.9504,2.2931,2.2698
caf16,2.5004,2.4279,2.6781,2.71,2.3559,2.0897,2.5994,3.0676,3.1866,2.7757,2.9322
caf4,0.6442,0.484,0.7491,0.6868,0.8941,0.846,0.7343,0.4266,0.4833,0.4333,0.5982
caf5,0.6709,5.5253,4.4785,7.5348,13.7946,14.8106,11.5132,8.891,3.067,1.5235,1.9092
cam1,7.8038,10.8422,7.6968,11.91,11.765,11.1732,10.679,10.9685,7.7528,8.9907,9.6395
cam2,8.0821,8.2513,7.6774,7.2264,7.1053,8.7361,8.9018,6.7013,7.3929,6.9935,6.6886
can1,1.2801,1.2409,1.1776,1.2062,1.4472,1.2895,1.5517,1.1445,1.3214,1.0101,1.2395
cao1,1.1985,1.4175,1.2399,1.5699,3.471,3.6025,3.0292,2.7739,1.9042,1.1596,1.6043
cao2,0.3372,0.3687,0.488,0.5732,1.2053,2.0475,2.0616,1.0932,0.8776,0.4682,0.4661
cap1,1.7396,1.3533,1.7489,1.3469,2.1196,2.3072,1.8545,1.5929,1.9019,1.2217,1.6453
car1,2.161,2.0944,2.7393,2.6525,3.9282,8.0791,9.4576,5.6684,3.4676,1.9873,2.2315
car2,23.2516,19.8234,22.2185,18.003,16.646,16.6267,17.5637,17.9729,23.9612,23.2706,22.6166
cat1,1.4393,1.4786,1.8035,2.3317,4.4177,2.8588,2.1732,1.8462,2.0675,1.465,1.7049
cbf11,1.5334,1.8217,1.374,1.5735,1.8328,1.2699,1.3293,1.582,1.6709,1.3916,1.5296
cbf12,0.1655,0.3905,0.1573,0.3401,0.3747,0.1731,0.1659,0.2827,0.187,0.211,0.2834
cbf5,17.9657,18.7772,16.694,16.7568,17.4814,10.6324,11.2543,12.909,14.966,16.0507,18.7455
cbh1,1.6585,1.4851,1.992,1.5833,1.8336,1.2049,1.2223,0.819,0.9922,0.9745,1.0247
cbh2,1.427,0.9543,1.4974,1.3543,1.5793,1.2018,1.1329,0.7226,1.2461,1.2342,0.9758
cbp1,1.9473,1.0244,1.7537,1.1695,1.5021,1.1606,0.9294,0.6266,0.9966,1.2453,1.0712
cbp3,2.7236,2.7704,3.0258,3.5422,4.199,4.4248,4.2575,3.7302,3.0389,3.1223,3.2614
cbp6,4.0502,5.4434,4.5086,5.4106,5.8065,5.3041,6.3368,5.8138,5.2563,4.6977,4.2868
cbs2,5.1346,6.5801,4.9018,6.7493,5.272,5.0636,5.0788,6.9928,5.2667,5.8543,7.7454
ccc2,2.3433,2.1442,3.1052,3.9959,5.3801,4.9418,5.039,3.5801,3.1007,2.1131,2.326
cce1,0.5221,0.5976,0.5025,0.4501,0.3656,0.2423,0.3276,0.4523,0.4942,0.6104,0.5432
cch1,1.1934,1.3367,1.0234,0.9814,1.3628,0.9042,1.0454,1.2576,1.1823,1.0911,1.2239
ccq1,0.9039,0.8124,0.8934,0.9209,1.059,0.9425,1.0849,0.856,0.8318,0.7227,0.7746
ccr1,5.0667,5.0107,4.6349,4.3968,4.4593,2.9848,3.1382,3.9869,4.6392,5.1425,5.6154
ccr4,3.8874,3.9586,3.3742,4.1464,4.8767,2.998,2.7764,3.2023,3.2257,2.9487,4.3401
ccs1,5.6559,6.4885,5.7096,7.4419,10.1512,9.0291,8.7908,9.5918,7.3417,7.5861,7.9256
cct1,4.2924,4.2275,3.912,3.3964,4.0693,3.0571,2.2138,2.4689,3.6712,2.7804,3.5125
cct2,8.6686,6.1089,7.7884,5.946,5.6036,5.9526,5.7408,4.8996,8.4914,8.7075,6.832
cct3,8.6839,8.857,7.7243,7.9928,9.2725,6.2208,6.1033,6.7366,7.9611,8.1666,9.4266
cct4,9.2936,8.6595,8.8099,7.0829,8.1269,6.0964,5.8221,6.9241,8.5616,9.6233,10.1668
cct5,7.4917,7.6199,6.6014,6.4415,6.553,4.1385,3.8265,4.9447,6.569,5.8443,6.6547
cct6,10.5544,10.6934,9.4415,9.44,8.3275,5.8862,5.4327,6.9927,8.8523,10.0841,9.668
cct7,6.4194,4.9013,5.7985,5.1571,6.072,4.3138,4.2721,4.8941,5.7926,5.1618,6.0531
cct8,10.0288,8.761,9.543,7.7636,8.3269,6.4811,6.0181,5.179,7.9843,8.209,8.1165
cda1,2.8195,2.1659,2.6208,2.4334,2.4577,2.6929,3.2559,3.5377,3.2332,2.5702,2.9712
cdb4,13.1429,13.4185,12.1023,14.1709,12.2239,10.3731,9.6705,8.9956,9.2962,10.8247,12.1388
cdc1,1.9239,1.6073,1.7543,1.5482,1.6809,1.2541,1.3121,1.4008,1.5933,1.4223,1.7785
cdc10,1.1735,1.1019,1.6261,1.5167,2.0825,1.8354,1.7789,1.3532,1.289,1.095,1.4747
cdc11,1.01,1.0051,0.8515,0.8828,0.7951,0.6676,0.7575,0.9538,0.8745,0.7946,1.2251
cdc12,0.8239,0.8861,0.7743,0.9498,0.7791,0.7646,0.6919,0.6481,0.6241,0.7171,0.7057
cdc13,2.825,2.9404,2.568,3.158,3.1657,2.4143,1.9058,2.6711,2.9248,2.3025,4.087
cdc14,0.7487,0.8348,0.7136,0.8561,0.602,0.9366,1.0438,1.3481,1.1552,1.0126,1.0073
cdc15,1.8447,1.7169,1.3606,1.2695,0.8936,0.3772,0.5021,1.2494,1.6816,1.418,2.2983
cdc16,0.7549,0.7049,0.6831,0.5448,0.8152,0.5497,0.7093,0.6191,0.7537,0.6409,0.6629
cdc17,1.5648,1.3847,1.5263,1.3288,1.7342,1.4774,1.484,1.3988,1.5892,1.2413,1.6392
cdc18,2.0559,1.6493,1.124,1.2701,1.7295,1.6456,1.8598,2.5462,3.1997,2.5786,3.164
cdc2,3.1334,1.0222,2.7728,1.4872,2.4025,2.8635,2.6892,1.3422,3.4315,3.5572,1.7804
cdc20,0.9187,0.835,0.7934,0.7744,0.9304,1.0101,1.0645,1.1317,1.154,1.0046,1.0975
cdc22,5.7869,6.0363,5.5846,6.3823,7.3543,4.59,4.3562,5.5538,6.3492,5.7522,9.2516
cdc23,0.5251,0.6693,0.5218,0.5506,0.6212,0.5146,0.5329,0.57,0.5007,0.4437,0.5418
cdc24,1.2829,0.9849,1.1511,0.9549,1.3296,1.3429,1.2881,0.9557,1.5004,1.4866,0.9542
cdc25,1.3608,1.4713,1.4379,1.4224,1.1047,0.914,0.9677,1.2793,1.5931,1.2944,1.7545
cdc27,2.2572,1.9147,2.0143,2.0926,1.5989,1.6492,1.7039,1.584,2.1302,2.1742,1.6933
cdc28,1.1368,1.2899,1.0514,1.1529,1.1608,0.7276,0.8201,0.9218,0.9399,0.9188,1.4234
cdc3,17.3315,17.6024,16.106,18.0263,18.5816,18.1474,17.949,19.734,18.4279,19.32,19.3495
cdc31,1.7696,1.5622,1.3873,1.5036,1.3073,1.4418,1.5752,1.4521,1.6579,1.6922,1.8963
cdc37,3.2651,2.1995,3.6029,2.457,3.023,3.0485,2.9527,3.0666,4.0592,3.4746,2.8516
cdc4,11.0494,12.0551,9.9488,11.3713,9.8621,7.2652,8.7688,10.6041,10.4195,10.6807,11.5567
cdc42,13.3095,13.9819,13.118,14.3776,11.4994,9.0481,9.7397,12.5701,11.9352,13.8196,14.9792
cdc45,1.324,1.3394,0.7902,0.7289,0.7901,0.9125,0.899,0.9906,1.2437,1.4156,1.3297
cdc48,14.0664,14.4368,15.2493,14.6041,18.5769,16.5825,15.738,15.2433,15.5508,11.2947,13.3597
cdc5,1.4581,1.1655,1.3844,1.1798,1.1615,1.0573,1.2271,0.9043,1.1616,0.9905,1.0495
cdc6,1.1516,0.986,0.9315,0.9621,1.0773,0.7105,0.8123,0.9258,1.0213,0.7889,1.1492
cdc7,0.3667,0.3563,0.2872,0.2866,0.3774,0.2589,0.3123,0.3307,0.3262,0.2465,0.3663
cdc8,17.1848,17.029,17.4006,17.7847,16.014,19.1478,21.9843,21.6477,20.4221,18.564,17.1051
cdd1,2.0577,1.7593,2.2039,1.8142,1.9778,3.2712,3.8376,1.8688,2.1122,1.6631,1.5435
cdk9,1.2142,1.0838,1.2415,1.1899,1.5988,1.2954,1.3605,1.0685,1.2689,0.7919,0.8738
cdm1,0.8804,0.7507,1.0399,0.8213,0.5927,0.8773,0.8699,0.5538,0.4453,0.5063,0.7227
cdr1,1.4678,1.7711,1.9179,2.248,2.6672,1.5807,1.4198,1.2267,1.2451,1.3694,1.6652
cdr2,0.4013,0.3556,0.3634,0.507,0.6976,0.479,0.46,0.487,0.455,0.3622,0.4901
cds1,1.5325,1.2111,2.1559,1.843,2.1938,2.9108,3.2099,1.9214,1.6596,1.4383,1.4065
cdt1,1.5274,1.1082,0.9901,0.7374,0.531,0.6955,0.8939,1.542,1.8615,2.0502,2.7758
cdt2,1.018,0.5728,1.1554,1.0937,2.3875,2.7116,2.129,1.6043,1.9716,1.16,1.616
ceg1,0.2339,0.1956,0.2074,0.1952,0.3117,0.3019,0.3531,0.1825,0.3209,0.2315,0.2133
cek1,0.9544,1.053,0.9032,0.8861,1.042,0.5721,0.5446,0.6569,1.0174,1.0363,1.1282
cfr1,1.0304,1.0241,1.0037,0.9666,1.2281,0.8796,0.8558,0.7027,0.8099,0.5544,0.6222
cft1,2.0891,2.2528,1.9513,1.954,2.6862,2.0639,2.1898,2.2825,2.2922,1.8467,2.1991
cft2,2.1609,1.9274,1.8109,1.6081,1.838,1.2544,1.7352,1.4125,1.9637,1.4354,1.7003
cgi121,0.4967,0.636,0.4098,0.4791,0.7213,0.4836,0.5494,0.6158,0.6067,0.4937,0.3966
cgr1,11.2535,10.9243,8.4213,6.6424,2.6524,2.7933,4.1604,6.5476,7.6941,11.0039,10.4654
cgs1,0.6264,0.7394,1.8621,1.391,2.0392,3.3204,2.1148,0.7506,0.7394,0.4315,0.4028
cgs2,1.1287,0.5285,1.9676,1.3632,2.4996,2.2764,1.8581,1.0036,1.2792,0.9525,0.8735
cha4,0.4914,0.5599,0.582,0.7042,0.8465,0.8473,0.7357,0.5536,0.7514,0.6149,0.5951
chc1,6.3001,8.0138,6.4942,6.9061,8.347,6.5929,6.0059,7.3306,7.5652,5.9366,7.1448
chk1,0.1002,0.1347,0.0832,0.1318,0.1366,0.0538,0.0823,0.1118,0.1202,0.0892,0.0968
chl1,0.8689,0.9775,0.7092,0.7603,0.6479,0.4318,0.5377,0.7325,0.7451,0.8132,0.8446
cho1,6.0078,6.6854,6.503,7.5902,7.2141,7.9671,7.8783,6.0673,5.1828,5.9314,6.0204
cho2,4.2001,4.7657,4.0811,5.2941,6.1407,3.9454,3.3945,3.7717,4.2519,4.4147,4.8611
chp1,0.4151,0.418,0.3298,0.3308,0.3548,0.2037,0.2678,0.2944,0.3265,0.2894,0.3789
chp2,0.9495,0.6804,0.7254,0.4839,0.4848,0.5064,0.635,0.6547,0.8143,0.9607,0.8479
chr1,3.6525,2.2135,2.9791,1.956,2.092,0.7766,0.5131,0.732,2.0063,1.7897,2.164
chr2,0.7743,0.8023,2.0708,1.4466,1.4366,2.3409,1.9252,0.8269,1.0328,0.6455,0.4875
chr3,0.4236,0.3888,0.2605,0.3657,0.3089,0.2029,0.2251,0.3107,0.3328,0.3012,0.4503
chr4,0.7019,0.8418,0.5608,0.7724,0.7113,0.3072,0.3248,0.5935,0.5303,0.5046,0.8939
chs1,0.5037,0.5138,0.5059,0.4613,0.4658,0.3714,0.5051,0.4319,0.4316,0.4615,0.4779
chs2,1.2699,0.9788,0.7997,0.5395,0.4813,0.3261,0.3581,0.606,0.9498,0.9186,1.3254
chz1,1.2666,1.3146,1.1343,1.1652,0.9276,1.5922,1.7567,1.538,1.3735,1.3866,1.4119
cia1,0.7822,0.7798,0.6512,0.6955,0.6189,0.5559,0.534,0.6942,0.5746,0.6997,1.0561
cid1,0.7463,0.7301,0.7304,0.6162,0.5434,0.5661,0.6046,0.6412,0.6573,0.7999,0.7597
cid11,0.0758,0.1194,0.0774,0.1213,0.1543,0.0783,0.0788,0.0931,0.1087,0.1313,0.1398
cid12,0.1366,0.2151,0.0996,0.1863,0.1251,0.1283,0.2091,0.3468,0.238,0.1998,0.2337
cid13,0.2268,0.2349,0.2421,0.2272,0.4023,0.4007,0.2752,0.2064,0.3115,0.2059,0.1389
cid14,1.5876,1.7187,1.3635,1.5447,1.7088,1.127,0.9835,0.9653,1.1907,1.3598,1.5752
cid16,0.5031,0.5136,0.4537,0.56,0.7056,0.7093,0.7835,0.7281,0.6707,0.5459,0.5434
cid2,1.1379,0.9651,1.1841,1.0909,0.8367,1.2963,1.3787,0.9891,1.2404,1.1883,0.8579
cif1,4.5719,4.2979,1.8344,1.5539,1.2936,1.3641,1.709,3.2751,3.2455,5.021,5.4816
cig1,0.9312,0.8166,0.6428,0.6092,0.6835,0.6441,0.5683,0.8054,0.879,0.6757,0.9071
cig2,2.3097,2.0946,1.7539,1.6841,1.7021,1.2732,1.442,2.5875,3.6636,3.3016,3.8573
cip1,1.0961,1.242,1.4178,1.4658,2.3752,1.9583,1.5479,1.2005,1.1887,0.7314,1.1414
cip2,0.6738,0.4476,0.5581,0.3774,0.886,0.9217,0.6187,0.4803,0.6832,0.4619,0.5525
cis4,2.3688,2.2222,1.9983,2.0876,2.571,2.1087,2.0095,2.0333,2.2428,2.4166,2.3168
cit1,7.8223,5.3063,10.5471,7.6886,10.5746,9.2006,7.3963,4.6713,7.8175,5.4955,5.1939
cka1,6.7073,3.9933,5.6614,3.8569,4.9369,4.8723,4.5609,4.441,5.5132,6.3078,7.4924
ckb1,4.0289,4.9712,3.3613,4.5832,4.1342,4.4476,4.8374,5.8034,4.9132,5.3044,4.5837
cki1,1.588,1.1931,1.5619,1.4661,2.695,2.2001,1.8339,1.3467,1.8313,1.3537,1.5566
cki2,1.8376,1.433,1.3607,1.1342,1.2227,1.3284,1.483,1.3557,1.6751,1.3429,1.4597
cki3,3.2028,3.4001,2.3237,2.7346,2.8441,1.6137,1.8245,2.4654,2.9026,2.4596,3.0254
ckn1,0.9229,0.7316,0.8099,0.7999,1.0852,0.8522,0.9202,1.1504,1.1499,1.0146,1.1535
clc1,7.3508,10.1027,7.4939,9.827,10.0173,7.3349,7.7689,9.3014,7.6902,7.534,8.6129
clp1,0.0888,0.1223,0.0729,0.0923,0.1489,0.0833,0.0899,0.094,0.1001,0.0834,0.0826
clr1,0.8991,0.8859,0.6746,0.7927,0.9916,0.8231,0.8351,0.7994,0.7697,0.6611,0.9203
clr2,0.6269,0.702,0.6596,0.7627,0.6152,0.4035,0.492,0.574,0.5311,0.445,0.6916
clr3,0.9706,1.0074,0.9808,0.9625,1.1801,0.9254,0.8549,0.9852,1.0308,0.894,1.1591
clr4,0.1783,0.1277,0.1576,0.1055,0.1266,0.1179,0.155,0.1398,0.191,0.117,0.1063
clr6,4.8692,3.5388,4.0064,3.7061,4.4708,4.5918,5.0998,4.3275,5.1998,5.1599,5.0583
cmb1,6.7881,7.7657,10.2204,10.3395,12.6053,16.1796,17.8117,10.095,8.0363,6.7016,6.1293
cmc1,0.2634,0.3306,0.1602,0.2941,0.2188,0.2277,0.2902,0.2633,0.2452,0.2914,0.2886
cmk1,1.034,0.648,1.422,0.9775,1.6508,1.6924,1.5453,1.0621,1.1551,1.0552,1.111
cmk2,0.8025,0.5303,0.728,0.6946,1.0491,0.7708,0.5609,0.4946,0.685,0.5901,0.635
cnd1,1.7303,1.9452,1.3604,1.4347,1.5636,1.3269,1.4469,1.5542,1.5017,1.4102,1.797
cnd2,0.7806,0.6389,0.6069,0.7275,0.8244,0.7498,0.7213,0.6524,0.8087,0.6857,0.772
cnd3,0.7348,0.7716,0.572,0.7039,0.5974,0.6369,0.6567,0.5649,0.8229,0.602,0.6667
cnl2,1.498,1.3898,1.2574,1.2402,1.0656,0.9847,1.2958,1.2657,1.4341,1.6028,1.4511
cnp1,0.6672,0.7514,0.5411,0.7645,0.8522,0.9712,1.1445,1.0714,1.0457,1.0359,0.8901
cnp3,1.9574,0.864,1.2343,0.5564,0.2711,0.3149,0.5742,0.846,1.1397,1.3054,1.3085
cns1,2.7086,2.202,2.4609,1.9896,1.3529,1.3367,1.5594,2.1646,2.3585,3.1961,3.3218
cnt5,2.3628,2.4771,2.6491,3.0049,2.5698,1.7557,1.9212,1.5025,1.8196,1.4845,2.0566
cnt6,0.6536,0.6041,0.5588,0.6171,0.7962,0.6855,0.5536,0.596,0.7126,0.688,0.802
cnx1,12.6477,10.5476,12.2397,11.5913,13.5557,12.7872,10.645,10.9094,13.573,9.9334,8.4082
coa1,0.7956,0.3956,0.8686,0.6152,1.0015,1.2208,1.2692,0.8212,0.8446,0.798,0.8429
cog1,0.4079,0.423,0.3232,0.4435,0.4987,0.3699,0.3789,0.3919,0.4395,0.4046,0.4249
cog2,3.1841,3.8083,2.4773,2.8736,2.0467,2.2936,2.7481,2.8247,3.4293,3.8008,3.1817
cog3,0.6563,0.7532,0.6532,0.8161,1.1254,0.6591,0.6699,0.6559,0.8193,0.7009,0.7214
cog4,0.3694,0.3947,0.3643,0.4717,0.4543,0.304,0.3124,0.4177,0.3462,0.3157,0.3663
cog5,2.7666,2.0959,2.968,1.714,1.6674,2.1368,2.309,1.7677,2.2367,2.7787,2.2041
cog6,1.2592,1.6605,1.19,1.7607,1.415,1.1594,1.1506,1.1152,1.5021,1.2877,1.1522
cog8,3.0108,2.4626,2.9327,2.7461,1.8656,2.8475,3.2408,2.3273,2.7335,3.3536,2.6593
coq10,0.7476,0.5021,0.7034,0.5458,0.74,1.4373,1.5131,1.4358,1.2096,1.2411,1.1824
coq3,2.7978,2.8686,2.8415,3.1163,3.301,3.4686,3.5245,3.294,3.063,2.6256,2.8278
coq4,3.8899,4.2275,4.0843,4.7721,4.3351,5.4497,6.0494,5.7007,4.7696,5.1598,4.7497
coq5,7.3481,6.7212,7.5529,7.4426,6.4991,8.0907,8.6436,7.2026,7.3771,7.2384,6.5695
coq6,2.7678,2.0297,2.6785,2.5565,3.1956,3.8851,3.4204,2.1422,3.7381,3.2029,2.6137
coq7,4.899,3.969,5.3313,4.6707,4.2541,6.163,7.122,5.5605,6.0482,5.4621,4.8099
coq9,4.5505,4.5436,4.2787,5.1653,5.5752,5.2524,5.2297,6.3534,5.4256,5.2537,5.3475
cox10,0.6796,0.5427,0.8165,0.8808,0.8452,0.8937,0.8095,0.7027,0.5675,0.4932,0.6236
cox1102///cox1101,2.7393,1.4344,2.905,1.5247,1.711,2.2124,2.764,1.8378,2.6022,1.8787,2.4362
cox12,6.0129,4.928,4.6451,4.5602,3.685,5.3377,5.9087,4.3701,4.2382,4.6176,5.0776
cox13,7.1489,4.868,6.4382,5.1414,4.4405,6.9398,8.5562,4.6513,5.2445,5.1271,5.0765
cox17,6.5738,6.0817,6.7008,6.2559,6.6212,8.0688,8.4007,6.1793,6.5794,6.4427,6.0369
cox18,1.4169,1.3399,1.2956,1.3485,0.9684,1.5244,1.921,2.0752,1.9775,2.1334,1.5583
cox24,3.4434,3.6029,3.1554,3.7899,3.6023,3.0469,3.3585,3.5318,3.2575,3.7671,4.032
cox4,12.1584,8.5084,12.0099,8.8043,8.2485,11.055,13.7073,10.0656,10.8487,10.5048,10.343
cox5,8.4538,7.0085,8.6283,5.7789,4.5905,3.9508,4.8507,5.208,5.6177,5.8088,7.2432
cox6,8.4529,7.7609,7.0823,7.0071,5.3268,6.7661,7.6873,6.4136,5.8304,6.7943,7.2542
cox8,6.0257,4.892,4.7664,4.3222,3.6519,5.7428,5.9856,4.3236,4.7122,5.3094,4.8551
cox9,12.6173,11.3327,11.9746,10.4426,9.533,12.5864,13.0331,10.257,11.3724,11.5971,11.0523
cpc2,25.7842,26.6759,25.1232,25.5817,24.0678,22.6057,22.7255,24.8237,23.5205,24.8144,27.0022
cpd1,3.4678,3.6606,2.7819,2.8937,2.1461,1.3145,1.4509,3.0069,3.0113,3.7952,4.5063
cph1,4.1377,3.2379,4.3714,3.7462,3.3574,2.922,3.2542,4.6049,6.034,5.2125,3.8783
cph2,1.7487,1.4902,1.6684,1.8336,2.8214,2.0521,1.525,1.2838,1.5874,1.4128,1.6672
cpp1,1.6863,1.5411,1.8318,1.489,1.9633,2.0893,1.9,2.2321,1.9501,1.2591,1.7878
cps3,1.1743,0.9998,1.0894,1.0731,1.7913,1.3498,1.0796,1.0084,1.0972,0.904,1.1162
cpy1,11.1263,11.3528,12.1439,11.3887,15.8234,17.2207,17.9556,16.298,13.7298,8.3306,9.2434
crb2,1.029,1.0093,1.0163,0.9928,1.2936,1.0026,0.9858,1.0597,1.0882,0.9918,1.2497
crb3,3.9335,2.8253,2.6213,2.3169,1.527,1.082,1.1229,2.6233,2.9155,4.2743,5.6194
crm1,3.8999,3.9711,3.619,3.7414,4.581,2.8656,2.8699,3.5448,3.8029,2.7528,3.9963
crn1,0.2914,0.2617,0.2069,0.2396,0.3405,0.2373,0.2717,0.2005,0.4241,0.1718,0.156
crp79,0.0533,0.0593,0.0487,0.056,0.0442,0.0353,0.0613,0.0492,0.0711,0.0664,0.0569
crs1,0.2209,0.1903,0.2131,0.2235,0.2032,0.1409,0.2055,0.2114,0.1863,0.2071,0.2394
csk1,2.7248,2.396,2.6909,2.5747,2.1053,1.7944,1.9467,2.4461,2.5412,3.2477,3.5324
csl4,5.1969,4.8762,4.2889,3.9914,2.7654,2.6958,3.146,2.9217,3.9104,4.6005,4.2349
csn1,1.0021,0.7328,1.1671,0.9372,0.9516,0.8538,0.9273,1.0418,1.3789,1.2051,1.1815
csn2,1.107,0.7973,1.1168,0.9342,1.3899,1.7358,1.5222,0.7742,1.2353,1.1794,0.8523
csn3,2.4995,3.0512,2.3594,2.6347,1.9451,2.3514,2.7466,2.605,2.5455,2.9346,2.5835
csn4,2.777,2.3575,2.6054,2.2593,1.9658,2.5237,2.7512,2.8853,2.8783,3.2422,2.927
csn5,4.3852,3.3041,5.6121,3.8884,3.4521,3.6782,4.0636,3.6772,4.1103,3.9982,3.998
csn71,1.3054,1.2014,0.9355,1.0005,0.9769,0.9689,1.1559,1.6072,1.1599,1.2286,1.6988
css1,1.9278,2.2115,2.0696,2.7229,3.1365,2.5262,2.6536,2.2883,1.8503,1.8839,1.7182
csx1,1.2242,1.1923,1.0748,1.3052,1.6068,1.5234,1.2779,1.4254,1.1873,1.2434,1.5392
cta3,0.1594,0.14,0.1383,0.1487,0.213,0.1171,0.1881,0.1478,0.1416,0.154,0.1381
cta4,4.9884,4.9054,4.2838,4.4177,5.0797,4.1261,4.1742,4.2654,4.6246,3.5904,4.8466
cta5,2.4251,2.3954,2.1816,2.0696,2.825,2.1849,2.3042,1.8979,2.2279,1.9548,2.5325
ctf1,1.4078,1.9935,1.4071,1.7969,1.5861,1.3637,1.6633,2.5147,1.8173,1.7194,2.4533
ctf18,1.0223,1.0192,0.7622,0.8818,1.0176,0.7245,0.7583,0.793,0.7333,0.9452,1.069
cti1,1.5848,1.4684,1.4402,1.1389,0.7676,0.9383,1.2704,1.379,1.3312,1.5184,1.4183
cti6,0.7915,0.7232,0.7859,0.6515,0.6116,0.7049,0.9932,0.8196,0.7327,0.642,0.755
ctp1,2.0189,2.4795,2.2006,2.5063,3.9152,4.1859,4.7042,3.4943,2.2818,2.4955,3.2732
ctr4,6.7326,5.0216,4.3796,3.4308,2.709,3.0475,4.2333,5.6931,6.3086,4.4873,4.5283
ctr5,12.6168,14.7024,11.1178,13.7659,10.4061,8.0915,9.7119,15.9435,10.3874,9.6997,12.5484
ctr6,6.8409,8.3874,8.4841,9.5671,10.2482,16.015,17.7436,12.4365,9.5555,7.5217,6.6976
cts1,7.3059,8.8119,6.5495,5.6246,4.4622,2.9272,2.7535,5.548,6.4737,7.0692,8.1734
ctt1,1.8112,14.9517,17.675,18.3244,26.4056,23.2596,20.7136,14.524,8.0283,2.1514,2.067
ctu1,2.1554,2.7073,0.9504,1.2245,0.7962,0.7152,0.9146,2.0516,1.3625,2.6177,3.1353
ctu2,1.8418,1.3944,0.7218,0.7534,0.568,0.6311,0.9271,1.7764,1.3952,2.447,2.7842
cuf1,1.5072,0.8975,1.2439,1.0194,0.9447,0.965,0.9877,0.9284,1.3868,1.2322,1.1712
cuf2,0.053,0.0438,0.0536,0.0502,0.0668,0.0424,0.0622,0.0507,0.0589,0.0648,0.044
cul1,0.8275,0.9841,0.8126,1.1011,1.6158,1.087,1.0046,1.0583,1.0204,0.7728,0.954
cul3,1.2643,1.1965,1.3618,1.2696,1.5323,1.3406,1.3476,1.0635,1.2637,1.1373,1.4205
cut1,1.3502,1.2365,1.2588,1.0175,1.3193,1.1251,1.154,1.3505,1.3375,1.2294,1.4377
cut11,0.4791,0.5172,0.4106,0.4206,0.3819,0.2669,0.327,0.3114,0.4448,0.317,0.343
cut12,0.7158,0.4591,0.6652,0.4077,0.4067,0.5781,0.7441,0.4841,0.662,0.5809,0.5082
cut14,1.9285,1.5215,1.7845,1.5385,1.4458,1.5933,1.7253,1.4246,1.6948,1.5091,1.676
cut15,0.4298,0.3283,0.4277,0.3764,0.6486,0.6454,0.4724,0.3659,0.5454,0.3904,0.3234
